publisher,publisher_id,num_languages,%_positive_reviews,RPR
NewRealityGames,2072984871,1.0,33.33333333333333,16.75041876046901
"Nicalis, Inc.",1160059440,1.0,98.01581444385872,6.538746794119994
Night School Studio,-33222040,7.0,93.38438630078709,4.671555092585647
Nightdive Studios,-315545447,4.0,94.03508771929825,13.452802248826645
Ninja Kiwi,1215120613,14.0,93.41595662277304,9.35094660888619
Ninja Theory,-905301322,20.0,91.80278281911676,3.061113131681119
Nival,-1338320476,11.0,54.38121047877146,5.443564612489635
Northway Games,-2121626359,1.0,85.97560975609755,5.735531004409443
Nuke Nine,8883034,1.0,89.86810551558753,5.995203836930456
Numantian Games,1325723636,12.0,81.58089748867847,3.2645417162336328
Nuno Donato,-1986499279,4.0,64.70588235294117,16.217013121037887
Oddworld Inhabitants,1643573183,6.0,91.124871001032,30.476545485294984
"Oddworld Inhabitants, Inc.",1309292312,10.0,86.58940397350993,4.331636016683839
Offworld Industries,-937626352,27.0,89.94729045371551,2.2492445724860093
OoveeÃƒâ€šÃ‚Â® Game Studios,-265343409,18.0,83.76281882724165,6.986056616116901
Osumia Games,-982641765,10.0,89.07322654462243,5.942176554010835
Out of the Park Developments,-1218976638,1.0,82.6366135597729,4.133897626802046
Overhype Studios,-181396778,1.0,89.5446162576252,2.985815813858793
Owlchemy Labs,-1712452413,1.0,89.49964763918253,4.477220992455354
PQube Limited,1286400025,10.0,95.55822328931572,7.356291246290663
PSY LABS,819058749,1.0,75.0,75.75757575757576
Paleno Games,747108156,6.0,83.68794326241135,84.53327602263774
PanGuoJun,-1327943570,2.0,90.0,45.22613065326633
Panic,192010003,7.0,84.75903181785534,4.24007162670612
Panic Art Studios,843893761,8.0,71.78641067946603,11.9843757394768
Panoramik Inc,-1206196358,6.0,42.85714285714285,2.859048889736014
Paradise Project,1622086923,4.2,82.17995821311754,37.57439602042386
Paradox Interactive,-1113012495,5.538461538461538,82.52031175473516,4.300751768852174
Patagoniart,1260959776,2.5,57.29166666666667,14.358813700918963
PatchNoteStudio,-508490633,1.0,35.294117647058826,7.072969468348462
Pathea Games,418475559,2.0,61.15981119352664,6.122103222575239
Payload Studios,772693888,18.0,90.96484667165296,3.6400498868208473
"Perfect.Golf, Inc.",1010665046,1.0,64.19213973799127,1.8345853026004932
Perfuse Entertainment,-1341126038,9.0,86.9172932330827,9.6682194920003
Permadeath,-1788691623,10.0,77.25190839694656,5.153562935086495
Perun Creative,-607827969,3.0,70.97560975609755,3.737525526914037
Phanom Games,1793158209,1.0,12.5,1.3904338153503892
Pipliz,-897627308,1.0,90.50802139037432,4.527664901969701
Pixel Ferrets,-1821828828,1.0,90.79555966697502,6.057075361372584
Pixel Gangsta Studio,-541797175,2.0,68.42105263157895,3.60300435132064
PixelTail Games,-1941221282,1.0,89.17629792698587,5.949052563508063
Planetary Annihilation Inc,-1477114264,11.0,84.83441033925686,2.121390606132955
"PlayStation Mobile, Inc.",1858016337,18.0,91.2889935256033,4.566733042801566
PlayWay S.A.,211720083,13.2,83.33385157688389,4.458029082948587
Playdead,918767121,14.0,94.02916684825306,7.025613902105223
Plug In Digital,-732623430,6.0,82.56472973178361,4.347167498095406
Pocketwatch Games,-1899694633,6.5,87.5662000337325,5.152061306213774
Polygon Art,548480619,1.0,25.0,5.01002004008016
"PopCap Games, Inc.",-997102652,3.4,94.78731854033147,18.995454617300894
Positech Games,-1203474447,6.333333333333333,81.30209420908352,3.9919053368834003
Powerhoof,-729037914,1.0,96.24772313296904,6.420795405801804
Prideful Sloth,-141137458,10.0,81.11480865224625,3.2458907023707986
Private Division,866683155,9.0,94.22782450456047,2.356284683784958
ProGames Studio,782284141,5.0,83.97150489759572,16.827956893305757
"Project """"The Game""""",720744004,26.0,20.0,6.68896321070234
Project Moon,2001089185,7.0,85.7603092783505,3.431785085168088
Proximity Games,-1170361027,2.0,50.70422535211267,25.479510227192296
PsychoFlux Entertainment,659639350,1.0,75.0,75.75757575757576
"Psyonix, Inc.",-1951535175,12.0,89.58641443067032,4.481561502284658
Pyromancers.com,-95188747,9.0,87.48043818466354,5.835919825527921
RCTO Productions,1060884432,9.0,25.83237657864523,1.7233073101164262
REX PEX GAMES,807962544,1.0,44.44444444444444,44.89337822671156
ROCKFISH Games,676528436,12.0,79.19280065448595,2.640640235227941
RUST LTD.,-1839593734,1.0,96.71559366371169,4.838198782576873
Raconteur Games,-1196282746,1.0,66.66666666666666,13.360053440213758
Rain Games,-2089198535,16.0,81.24076809453472,8.132209018471944
Raiser Games,1896419297,14.0,74.23125337169574,2.9704383101919065
Rake in Grass,636143342,1.0,92.0496894409938,7.677205124353111
Raw Fury,-761751110,12.0,86.79455729106417,11.583682553226438
Re-Logic,-1792943295,9.0,98.04875893705224,9.814690584289512
Rebellion,1866442855,7.0,88.0450466444384,8.633301923728846
Red Barrels,-332029350,9.5,89.29042282320911,3.7762718690299715
Red Hook Studios,747389872,12.0,89.84834323273134,3.5953718780604778
Red Thread Games,-1172722735,4.0,81.05263157894737,3.243402624207578
RedCandleGames,521597289,5.0,96.17520049352252,8.021284444830902
Reiza,1760792932,7.0,85.47717842323651,2.85018934388918
Remedy Entertainment,345778085,11.0,89.57716451498283,5.975794830886112
Retrific,1282643292,1.0,93.75,94.6969696969697
Retroism,-529915821,4.0,94.03508771929825,13.452802248826645
Reverb Triple XP,837977752,1.0,59.9964234620887,2.400817265389704
Revolution Software Ltd,-885927050,6.0,90.99664856243804,9.552524914723744
Rising Star Games,767955049,5.0,89.60674157303372,9.96737948532077
RobTop Games,-966027248,1.0,94.34400884736046,23.64511499933846
Robert Borghese,-1243648136,1.0,85.20114942528735,8.52864358611485
Robot Entertainment,-464084519,9.0,93.52400408580183,6.239093001054158
Robot Gentleman,-2120291023,11.0,78.01693719124911,7.809503222347258
Robotronic Games,-337819223,1.0,76.46464646464646,5.1010437935054345
Rocketcat Games,1076172878,1.0,95.65084226646248,6.380976802299031
Rockstar Games,976899290,5.1,82.40538409427866,6.061763323499185
Rok Entertainment,2139913187,6.0,52.86624203821656,2.6446344191203885
Rooster Teeth Games,2062994915,9.0,80.70839064649243,4.037438251450348
RuneStorm,-354238743,1.0,92.58031415414729,21.92778861747596
Runic Games,264526409,9.333333333333334,92.16436249417906,5.124098047878384
Running With Scissors,1203349299,5.0,96.08550653326772,9.61816882214892
Rutony Studio,1542300329,3.0,57.89473684210527,3.862223938766195
S.C. 16 BIT NIGHTS S.R.L.,-1294611226,1.0,74.20091324200914,37.2868910763865
SCS Software,1574209807,18.333333333333332,90.83215831945546,8.507507294874744
SEGA,1417143641,7.116279069767442,85.81067401282402,4.396528484757451
SGTTB_Studios,-2006892968,1.0,12.5,1.3904338153503892
SNK CORPORATION,-1801317031,7.0,90.54687081456274,4.122017366866964
SQUARE ENIX,274853372,7.0,92.83627025591076,3.0955741999303354
STUDIOARTDINK,666987246,2.0,70.58823529411765,1.1766666993518529
SUPERHOT Team,2074398813,12.5,88.52859671880114,3.5425608931092887
SakuraGame,1162463113,2.0,80.72487644151565,40.5652645434752
Sauropod Studio,-1556968784,5.0,53.51537978656623,2.141471780174719
"Schine, GmbH",1371891069,9.0,70.00626174076393,4.670197581104999
Scott Cawthon,-2117831889,1.0,90.57153211451866,14.690981080020942
Screaming Bee,1573100365,6.0,52.48618784530387,1.312482816836806
Screeps,710340849,1.0,89.01373283395755,5.938207660704306
Secret Exit Ltd.,574315168,1.0,92.40622140896616,9.249872012909526
Sekai Project,-2039816844,4.25,95.9181580478108,14.019468578395259
SharF Co.,439156901,2.0,37.5,37.87878787878788
Shining Rock Software LLC,494152640,1.0,89.51492164886716,4.4779850749808485
Shiro Games,128663918,6.0,85.61248253376804,3.5658197810537606
Shiver Games,2069090453,9.0,77.9277108433735,3.1183557760453584
Silver Dollar Games,1725336028,1.0,98.30842312594136,19.70108679878584
SimBin,888395374,5.0,90.5,22.681704260651628
Sixteen Tons Entertainment,2025542364,5.0,70.49180327868852,2.3505102793827453
SixtyGig Games,-141761058,1.0,90.30860855441256,9.039900756197452
Ska Studios,-1666874349,8.0,89.74297953355544,4.988492469903027
Skybound Games,54301794,5.0,87.9278461201439,5.865766919289119
Slightly Mad Studios,-882176475,8.0,70.98976109215018,2.3671144078742974
Slikey Games,1275496411,1.0,83.33333333333334,16.7000668002672
Slitherine Ltd.,1265343134,3.2222222222222223,82.95197016281692,2.1803325619363854
Slug Disco Studios,1032928390,2.0,95.59670781893004,4.782226504198602
SmashGames,15525458,1.0,81.44470414285496,8.152623037322819
"SmiteWorks USA, LLC",1430900829,1.0,78.39335180055402,1.960323875982846
Snail Games USA,-1728777074,8.0,56.33968478005176,3.131722333521499
Snowbird Games,273614918,7.0,59.34065934065934,2.9685172256457903
Solecismic Software,1028984909,1.0,83.06878306878306,2.769882729869392
Sometimes You,899874185,1.6956521739130435,53.1598603761331,29.1547264297081
South East Games,1070473847,1.0,93.9836781172898,6.269758380072702
Space Boat Studios,1103027340,14.0,55.29767911200807,3.688971254970518
Sparpweed,-121686895,16.0,93.00361881785284,7.756765539437268
Spiderling Studios,-1323514302,9.0,95.17456883600744,9.526983867468212
"Spike Chunsoft Co., Ltd.",1780177419,3.4,94.14606961180215,3.638847210767466
Split Polygon,-772246352,1.0,71.70370370370371,3.775866440426736
Square Enix,-1704654576,6.65625,82.32132140495239,5.2951722840629944
StalkerAlex.,1963608783,1.0,36.206896551724135,36.57262277951933
Star Drifters,1632412111,7.0,74.3801652892562,3.720868698812216
Starbreeze Publishing AB,1858027147,7.0,67.69256649281203,5.455281989762995
Stardock Entertainment,-1161147646,5.333333333333333,81.13610826202624,3.0913355220698975
"StartupTim, LLC",-1008919781,27.0,72.7797833935018,4.855222374483109
Steel Crate Games,-762773649,2.0,98.72908282143614,6.58632974125658
SteelRaven7,232953980,1.0,96.33315240335324,6.426494489883472
Stegersaurus Software Inc.,-107733145,1.0,95.77412116679132,19.1932106546676
Step 1 Games LLC,1448039682,1.0,70.15845070422534,7.022867938360895
Strategy First,-1241837166,3.5,84.69119283336774,8.477596880216991
Stray Fawn Studio,572556441,8.0,91.00236779794793,5.058497376206111
Studio 397,309342843,1.0,85.46875,2.67173335417318
Studio MDHR Entertainment Inc.,1835696176,12.0,95.86703601108032,4.795749675391712
Studio Wildcard,1767915848,21.0,74.76159182183278,1.4955309426251806
Stygian Software,65746647,1.0,86.28048780487805,5.755869766836428
Subset Games,-1219849664,9.0,96.2307739072284,9.632710100823664
Suncrash,-1520771428,7.0,82.53968253968253,4.129048651309782
Supergiant Games,1753881243,7.333333333333333,93.75844825078643,5.228552724364715
Survios,-1848418516,1.0,84.22065426555484,2.10604286735571
Suspicious Developments,-1530230704,1.0,96.09624981955189,8.038823673923856
Synnergy Circle Games,-100316603,3.0,88.57142857142857,89.46608946608947
System Era Softworks,1133392622,13.0,89.80235102161902,2.9944098373330785
THQ Nordic,424105505,7.35,76.60520835342825,3.743780523889794
TPP Studio,223133375,7.0,55.36723163841808,9.243277402073137
TT Games,145132876,13.0,78.58347386172007,3.9311392627173625
TaleWorlds Entertainment,551950037,8.666666666666666,90.15382330627422,7.392866001896112
Tasharen Entertainment Inc.,-119497202,2.5,73.61527694461107,5.699727004590594
Team Cherry,-447485479,10.0,96.96820431987784,6.468859527676974
Team Reptile,1310746816,1.0,95.80508474576273,6.848111847445513
Team17 Digital Ltd,1604141760,6.769230769230769,82.88895368575426,5.087918553730533
Techland Publishing,898609320,10.0,93.92072910017569,4.323876075109121
Telltale Games,1903066101,5.5,85.27908780447369,5.450350637710672
Tequila Works,1154939037,5.0,92.56,4.6303151575787895
Tero Lunkka,2045587214,1.0,50.0,50.505050505050505
Terrible Toybox,-88748054,6.0,92.36749116607774,4.620684900754265
Texel Raptor,-2035821658,7.0,93.3025404157044,3.111121721097179
The Behemoth,2052857987,11.0,95.80364465124507,5.8704054505455145
The Drone Racing League,-1791148192,1.0,90.6158357771261,4.533058318015312
The Fun Pimps Entertainment LLC,532134693,4.0,84.79618420044442,3.393204649877728
The Game Bakers,953517666,10.0,93.006408470326,4.6526467468897446
The Indie Stone,348153384,16.0,87.07217430776214,5.808684076568522
The Irregular Corporation,2077897738,8.0,64.43914081145584,1.6113813656278029
The Light Sword Team,1403183605,4.0,62.5,29.306230147392483
The Merchant Guild of Rund (Limited),1157919461,13.0,82.28699551569507,5.489459340606742
The Quadsphere,-1526909954,1.0,82.19013237063778,6.327184940002908
The Yogscast,651989582,8.0,87.22592945662537,8.731324269932468
"Thekla, Inc.",-418026499,15.0,84.60222412318221,2.115584499204356
Thomas Biskup,-1135763827,1.0,88.3076923076923,5.891106891774003
Thorngames,-1299735278,1.0,40.0,20.100502512562816
Those Awesome Guys,927212030,12.0,85.75385833003561,5.720737713811582
Thunder Lotus Games,1294907899,10.0,80.41362530413625,5.364484676726901
Tim Sullivan,2094004415,27.0,72.7797833935018,4.855222374483109
Toast,1333027783,1.0,81.89189189189189,5.463101527144222
Tomorrow Corporation,-1894731688,7.0,95.04615384615384,9.514129514129513
Toplitz Productions,700262986,6.0,77.27272727272727,7.735007735007734
Topware Interactive,-156903192,6.2727272727272725,64.62221351081169,9.07780563039342
Topware Interactive ACE,1943235643,6.0,75.63025210084034,15.156363146460988
"Topware Interactive, ACE",-369037586,8.0,51.83129855715871,2.5928613585372045
Torn Banner Studios,672019004,9.0,81.36067943621251,3.255729469236195
Transhuman Design,1007642988,3.0,81.35964912280701,8.144109021302004
Trapdoor,-676274472,9.0,90.90720365372638,9.099820185558196
Trendy Entertainment,359391205,5.0,92.22447599729549,6.152399999819579
Trese Brothers,1421408379,1.0,88.15071888943976,5.880635015973299
Triple Rush Games,-1290216535,1.0,100.0,25.062656641604008
Triple.B.Titles,82950314,1.0,86.3849765258216,17.311618542248816
Tripwire Interactive,-644447441,8.833333333333334,88.99063314898353,6.204029114846178
TrisPix Studio,1562264282,2.0,0.0,0.0
Tyler Glaiel,-223427579,1.0,91.2621359223301,6.088201195619086
U-Play Online,849541492,14.0,74.23125337169574,2.9704383101919065
UL,828684386,7.0,91.24146243471274,3.042396213228168
Ubisoft,-2080260409,11.282608695652174,76.56739804848051,3.942886715523833
Ubisoft Entertainment,194315509,10.0,72.20656760260856,6.048295458548511
Ultimate Games S.A.,512667297,12.0,87.0873786407767,4.3565472056416565
Ultra Runaway Games,1828678101,1.0,85.38205980066445,17.11063322658606
Unknown Worlds Entertainment,-289538746,14.0,90.65458159295105,6.2095479857787605
Valve,-2110134855,11.55,92.44451661236586,11.716518165574605
VaragtP,-1980854145,12.0,83.48982785602503,27.923019349841145
Versus Evil,2076468405,9.0,84.48074137508283,3.8741705288395094
Vertigo Games,-1424396968,9.0,81.45184338382396,2.036805285917078
Vertigo Gaming Inc.,350760775,1.0,86.75261689126803,10.499749291194343
VladCastillo,-309005222,12.0,76.92307692307693,19.2789666473877
Vlambeer,-881815022,1.0,96.86240644789868,8.078599370133334
VoiceAttack.com,-647469955,1.0,96.29629629629628,8.031384178173168
WB Games,-2025075935,9.6,83.43826441678013,3.177885846780863
WOLCEN Studio,-1211260823,3.0,56.90149279267719,1.8973488760479225
Wargaming Labs,164054178,7.0,84.04536822541527,9.149798956329565
Wargaming.net,-1612256268,1.0,95.83654587509638,19.205720616251774
Warner Bros. Interactive,582708328,14.0,79.35483870967742,3.969726798883313
Warner Bros. Interactive Entertainment,-750143379,8.708333333333334,82.5275295273362,4.008509985401874
WeirdBeard,288541113,20.0,85.8974358974359,5.730315937120474
Wenkly Studio Sp. z o.o.,918907484,1.0,86.31921824104235,5.7584535184151
WhisperGames,-298579624,5.0,95.30067702110712,4.767417559835274
White Dog,1972094523,1.0,33.75,5.465494947559983
White Rabbit Games,1370102345,2.0,40.0,40.4040404040404
Winged Cloud,1469095736,1.0,93.41500765696784,4.673086926311548
Wizards of the Coast LLC,932002048,9.0,80.97995545657015,8.10610164730432
Wolfire Games,1914899706,1.0,78.8722341184868,2.6299511209898903
Wube Software LTD.,295184454,21.0,98.89460482122358,3.2964868273741192
X.D. Network Inc.,-1106318946,4.0,65.76956333765672,6.212198893554069
XSEED Games,2003381371,2.4,94.71056623128403,3.15376165134142
Xbox Game Studios,-1251139035,8.0,89.48165217207678,4.21748727889518
Yacht Club Games,8434743,8.0,96.19372787051088,3.849288830352577
YoYo Games Ltd.,-1457192544,4.0,86.11764705882354,0.8612625968479202
Young Horses,-1916348413,12.0,92.87400729770336,6.195730973829443
Ysbryd Games,1890362434,3.0,97.20367278797995,6.484567897797195
Zachtronics,-429104399,3.8,96.35303577046977,7.723480703329296
Zenz VR,795726651,1.0,85.46712802768167,5.030437199981264
Zillion Whales,-1356017924,11.0,57.97872340425532,3.8678267781357785
astragon Entertainment,1384550548,10.6,57.40978798486303,2.710043304311301
azimut team,-1904354993,1.0,24.0,24.24242424242424
davevillz,-237872605,1.0,94.3622215440952,9.445667822231751
eduweb,-1128680999,1.0,91.4466737064414,9.153821191835975
eigoMANGA,634637459,1.0,68.62996158770807,13.75349931617396
encurio,1589264482,6.0,52.86624203821656,2.6446344191203885
iRacing,2009717879,1.0,78.43137254901961,7.850988243145106
iRacing.com Motorsport Simulations,1037824502,1.0,78.43137254901961,7.850988243145106
inXile Entertainment,-314133419,7.0,75.68638101424986,2.135425580480568
irritatingFLY studio,1349848031,1.0,38.88888888888889,39.28170594837262
kChamp Games,1098098503,11.0,92.70040700760929,13.261860802233087
oddonegames,-419554115,7.0,62.7906976744186,3.1411054364391497
raptor lab,107157168,3.0,73.36814621409921,2.9359002086474275
tinyBuild,-355007632,12.333333333333334,85.51350147351674,6.161101212774205
tobyfox,-1567628160,2.0,96.06721767401778,9.616338105507284
