id,publisher,publisher_id
201790,Robot Entertainment,-464084519
39680,THQ Nordic,424105505
378720,MuHa Games,1454381499
40960,FireFly Studios,-503110355
298630,Team17 Digital Ltd,1604141760
24790,Electronic Arts,560145306
313690,WB Games,-2025075935
313690,Feral Interactive,-1186516368
427100,Aerosoft GmbH,1342106944
235600,Ubisoft,-2080260409
462780,THQ Nordic,424105505
600600,EcoGames,1581433823
377840,Square Enix,-1704654576
450540,RUST LTD.,-1839593734
493840,Capcom,78587240
717640,Devolver Digital,-1539353560
108200,Days of Wonder,598418199
108200,Asmodee Digital,776691464
45760,Capcom,78587240
9200,Bethesda Softworks,-950390578
541210,Killerfish Games,-1813908068
587260,Aksys Games,-286491040
584400,SEGA,1417143641
397580,PatchNoteStudio,-508490633
428950,Back To Basics Gaming,1004450850
471710,Against GravityÂ®,898861839
634160,Falcon Development,1416910053
496300,Raw Fury,-761751110
392780,Lantana Games,1527842805
288470,Xbox Game Studios,-1251139035
16810,2K,-12454423
537800,Curve Digital,-586528534
395380,KrupinskiArt,1593248591
268130,Suspicious Developments,-1530230704
234650,Paradox Interactive,-1113012495
228180,Mirillis,440064666
262280,Kalypso Media Digital,-1048555646
402170,Art-Pulsar,1012121261
248570,"Nicalis, Inc.",1160059440
576050,SharF Co.,439156901
235340,Nival,-1338320476
242640,Focus Home Interactive,-1378653689
629030,Idea Cabin,-1208656001
532030,Eternity Studios,1648580865
388440,The Light Sword Team,1403183605
527800,Artur Rezende,-1294925831
567640,"Spike Chunsoft Co., Ltd.",1780177419
467390,Dymchick1,1019623598
253250,(none),-1290466958
500940,PSY LABS,819058749
386700,Vertigo Gaming Inc.,350760775
342180,Vertigo Games,-1424396968
515690,Back To Basics Gaming,1004450850
41070,Devolver Digital,-1539353560
620940,Retrific,1282643292
539450,Sometimes You,899874185
214730,1C Entertainment,-205584709
673610,Apoapsis Studios,-1990812518
201230,Daybreak Game Company,826812775
383080,Winged Cloud,1469095736
451020,THQ Nordic,424105505
447990,The Light Sword Team,1403183605
503820,Amaterasu Software,-631830721
413410,"Spike Chunsoft Co., Ltd.",1780177419
280220,Knuckle Cracker,-1744723167
2630,Activision,-1606173463
2630,Aspyr,802383246
209160,Activision,-1606173463
487120,Blue Isle Studios,-706154466
233130,Devolver Digital,-1539353560
420290,Mastfire Studios Pty Ltd,-42738828
42910,Paradox Interactive,-1113012495
9880,Perfect World Entertainment,-1665017516
361800,oddonegames,-419554115
302670,Digitalmindsoft,-680377695
7940,Activision,-1606173463
7940,Aspyr,802383246
302590,Subvert Games,467070893
380,Valve,-2110134855
415960,Sometimes You,899874185
360450,Flying Interactive,-1498330251
520440,Arc System Works,506680706
32440,LucasArts,512719419
32440,Lucasfilm,1203862585
32440,Disney Interactive,-483919086
32440,Feral Interactive,-1186516368
461890,Sometimes You,899874185
252150,Spicyhorse Games,1316282026
586140,"H2 Interactive Co., Ltd.",-1595152198
253230,Gears for Breakfast,666463118
396750,ROCKFISH Games,676528436
244930,Crytek,-729942235
383580,S.C. 16 BIT NIGHTS S.R.L.,-1294611226
208500,Codemasters,-742141607
601340,AL-GAME,-1150934405
390670,Changyou.com Limited,-1016309911
324800,Devolver Digital,-1539353560
245170,Marvelous,1004354672
245170,Autumn Games,-254257364
606330,IceTorch Interactive,-394004574
247000,Asmodee Digital,776691464
354640,Ubisoft,-2080260409
241600,Cellar Door Games,-1990888721
412600,Back To Basics Gaming,1004450850
287290,"CAPCOM Co., Ltd.",-697851561
331600,BANDAI NAMCO Entertainment,-1127678441
619400,Amaterasu Software,-631830721
38410,Bethesda Softworks,-950390578
448640,New Reality Games,-1272302406
591560,New Reality Games,-1272302406
481510,Finji,-850447268
519190,Last Level,-154595580
210970,"Thekla, Inc.",-418026499
261110,Deep Silver,1887085205
201870,Ubisoft,-2080260409
253880,Topware Interactive,-156903192
253880,ACE,665697917
39510,THQ Nordic,424105505
491530,Aerosoft GmbH,1342106944
296490,Armor Games Studios,8406446
366090,Pipliz,-897627308
644930,Numantian Games,1325723636
448630,New Reality Games,-1272302406
450390,Valve,-2110134855
219150,Devolver Digital,-1539353560
261570,Xbox Game Studios,-1251139035
222940,SNK CORPORATION,-1801317031
293260,Blue Manchu,37800731
246900,RuneStorm,-354238743
332570,Fayju,740695999
705120,NEXT Studios,-362571822
369990,The Merchant Guild of Rund (Limited),1157919461
249230,Deep Silver,1887085205
230190,Brightrock Games,1582441306
351030,DL Softworks,507793820
376730,D-Games,-662757056
535260,BadWolf Games,577399518
24810,Electronic Arts,560145306
341800,Steel Crate Games,-762773649
655780,Tasharen Entertainment Inc.,-119497202
530070,Dovetail Games - TSW,2041182863
322500,SUPERHOT Team,2074398813
512470,Home Net Games,580339994
528070,8Floor,-1076726378
493370,Gravity Interactive,-1472203761
271240,Stardock Entertainment,-1161147646
515470,Back To Basics Gaming,1004450850
324310,astragon Entertainment,1384550548
290300,Double Damage Games,-1250613205
301640,Rebellion,1866442855
644570,Paradise Project,1622086923
400250,Chubby Pixel,-1384110145
409720,2K,-12454423
9480,Deep Silver,1887085205
425340,Black Shell Media,-1006202660
463210,New Reality Games,-1272302406
24800,Electronic Arts,560145306
480430,Funcom,863648403
209660,Activision,-1606173463
283640,Ska Studios,-1666874349
428900,KHB-Soft,-1309932411
523150,8Floor,-1076726378
383150,Deep Silver,1887085205
372800,Marxnet,1276955424
427490,Positech Games,-1203474447
220440,Capcom,78587240
15370,Ubisoft,-2080260409
326160,Portalarium,755769109
30,Valve,-2110134855
22300,Bethesda Softworks,-950390578
431600,Reiza,1760792932
223330,Akella,1564401003
272270,inXile Entertainment,-314133419
327030,Team17 Digital Ltd,1604141760
294860,SEGA,1417143641
444480,New Reality Games,-1272302406
263560,Ultra Runaway Games,1828678101
296300,Aquiris Game Studio,-1622004375
404410,Michael Zahniser,-15036500
304650,Failbetter Games,1429970660
230230,Larian Studios,-23583149
570840,Orange Juice Dog,201900575
496240,Downpour Interactive,11823072
412170,New Reality Games,-1272302406
11610,Eyedentity Games Inc.,360121295
330070,MAGIX Software GmbH,-2071334189
544610,Slitherine Ltd.,1265343134
512900,tinyBuild,-355007632
362620,Coredumping,1679990986
15170,Ubisoft,-2080260409
408760,Focus Home Interactive,-1378653689
518030,ProGames Studio,782284141
477770,Milestone S.r.l.,649830852
658160,Slikey Games,1275496411
321800,Beamdog,-998022687
22100,TaleWorlds Entertainment,551950037
21130,Warner Bros. Interactive Entertainment,-750143379
203350,1C Entertainment,-205584709
252690,"SmiteWorks USA, LLC",1430900829
367450,Dry Cactus,-146486123
73170,Paradox Interactive,-1113012495
311860,New Reality Games,-1272302406
482920,European Games Group AG,-1809624030
568570,A.Y.std,-948624877
394690,PixelTail Games,-1941221282
64000,1C Entertainment,-205584709
64000,1C-SoftClub,-766361598
227860,Sauropod Studio,-1556968784
429050,Greens s.r.o.,981519306
209650,Activision,-1606173463
304730,Good Shepherd Entertainment,-1045055351
